,product_id,product_name,aisle_id,department_id,suggested_products,suggested_prod_id,suggested_department,suggested_aisle
344,345,extra strength berry,64,7,"super berry juice,extra sharp cheddar,rio berry,chewables extra strength cherry creme 48 ct,extra strength melatonin adult gummies","[169,266,295,251,345]","[16,,7,11,11,,7]","[21,64,70,47,64]"
345,346,sunflower bread,112,3,"sprouted barley bread,bread healthy grain,oatnut bread,asiago bread,grape sunflower sunwiches","[101,889,856,961,346]","[,3,,3,16,20,,3]","[112,112,,21,,13,112]"
346,347,vegetable salad kit sweet kale,123,4,"salad gummi candy,italian pasta salad,arugula salad,sprouted kale cracker,just salad","[209,142,103,870,347]","[20,,4,19,19,,4]","[,,1,123,,78,,50,123]"
347,348,super slimming herbal,94,7,"propolis herbal supplement,super dry beer,super berry juice,brambleberry herbal,super enzymes","[379,802,237,390,348]","[,5,,7,,7,11,,7]","[27,31,94,47,94]"
348,349,granulated tapioca,17,13,"raspberry fig bars,lemon gingersnap,apricots,pure cane granulated w spout sugar,pure granulated cane sugar","[,331,1000,,495,,397,,349]","[19,10,13,13,13]","[61,18,17,17,17]"
349,350,mixed 12 pack lion's share ale,27,5,"golden cupcakes 8 pack,keebler sandies cashew 12 8 oz,born yesterday pale ale,jasmine unfiltered ginger ale,ground flaxseed mixed berries","[658,430,,73,355,350]","[19,,5,,7,19,,5]","[,61,,27,,77,117,,27]"
350,351,go fresh nutrium moisture body wash blue fig orange blossom scent,127,11,"for men odor armor body wash,even bright pink lemon and mandarin orange body wash,antioxidant cranberry body wash,moisturizing lavender body wash,lavender body wash","[376,441,878,474,351]","[11,11,11,11,11]","[127,,25,,25,,25,127]"
351,352,colby jack mild cheddar combo pack,21,16,"cheddar curds,cheddar chex,sharp cheddar,shredded mild cheddar,colby jack slices","[955,121,781,899,352]","[19,16,16,16,16]","[125,,21,,21,,21,,21]"
352,353,tzatziki greek dip,67,20,"non fat on the bottom greek,dip sliced apples,ranch veggie dip,honey greek,tzatziki cucumber","[,89,147,459,198,353]","[,4,20,16,20,20]","[123,,67,120,,67,,67]"
353,354,twist n loc small round containers lids,85,17,"apricots,double control small roach baits insecticide,small medium dental dog treats,take alongs twist seal liquid storage,unsalted pretzel round","[773,,21,538,532,354]","[17,,8,17,19,17]","[,87,,40,,85,107,,85]"
354,355,ground flaxseed mixed berries,117,19,"sambal oelek ground fresh chili paste,mixed 12 pack lion's share ale,majestic roast ground coffee,ground turkey chub,flaxseed meal ground","[350,916,118,952,355]","[,5,,7,,1,13,19]","[,27,,26,,34,,17,117]"
355,356,ristorante pizza spinaci thin crust pizza,79,1,"thin crust pepperoni pesto pizza,thin crispy crust pepperoni pizza,crispy thin crust white pizza,pizza for one suprema frozen pizza,stuffed crust five pizza","[571,926,,18,269,356]","[1,1,1,1,1]","[79,79,79,79,79]"
356,357,white writing gel,97,13,"xyliwhite platinum mint toothpaste gel,white pearl onions,sensitive shave gel aloe,thick gel toilet bowl cleaner,white chili","[,31,949,786,448,357]","[,4,11,17,15,13]","[123,,55,114,,59,,97]"
357,358,frozen all pound cake,119,1,"flourless truffle cake,marble cake slice,fudge layer cake,6 carrot cake,pound cake cake","[750,,12,218,362,358]","[,3,,1,,3,13,,1]","[,,8,119,,,8,105,119]"
358,359,deli thin sliced honey ham,96,20,"honey mustard,honey mustard,honey greek,honey protein,sliced american","[254,459,445,769,359]","[13,16,19,16,20]","[,72,120,,,3,,21,,96]"
359,360,wheat spanakopita,129,1,"100 wheat rigatoni,wheat loaves,wheat elbows,wheat fig,wheat tortillas","[666,283,457,,58,360]","[,3,,9,14,,3,,1]","[112,131,,48,128,129]"
360,361,day and night multi symptom and severe cold cough pain reliever fever reducer,11,11,"clean day countertop spray,cold cough formula effervescent tablets citrus,nyquil severe cold flu,totality multi symptom relief,pain reliever and fever reducer cherry infant drops","[914,845,819,759,361]","[11,11,11,11,11]","[11,11,44,11,11]"
361,362,pound cake cake,105,13,"marble cake slice,flourless truffle cake,fudge layer cake,6 carrot cake,frozen all pound cake","[824,,12,218,358,362]","[,3,,1,,3,,1,13]","[,,8,119,,,8,119,105]"
362,363,water crackers original all natural,78,19,"original puffcorn,candy original,original turkey,minis original saltine crackers,traditional water crackers","[303,176,294,145,363]","[19,20,19,19,19]","[45,96,78,78,78]"
363,364,greener selection salad,123,4,"crunchy slaw americana salad,salad gummi candy,italian pasta salad,arugula salad,just salad","[776,209,142,870,364]","[19,20,,4,19,,4]","[,45,,,1,123,,50,123]"
364,365,cheerios cereal,121,14,"wheat chex cereal,special k original cereal,multigrain peanut cereal,smorz cereal,peanut cereal","[588,637,,90,,34,365]","[14,14,14,14,14]","[121,121,121,121,121]"
365,366,vitamin c 1000 mg tropical drink dietary supplement,47,11,"single herbs ginkgo leaf dietary supplement,fiber 4g gummy dietary supplement,vitamin c formula 1000 mg vegetarian tablets,norwegian salmon oil omega 3s epa dha dietary supplement soft gels 1000 mg,pink vitamin c 1000 mg pink lemonade drink","[462,715,620,408,366]","[11,11,11,11,11]","[70,47,47,47,47]"
366,367,ultimate omega 1000 mg lemon soft gels,47,11,"ibuprofen liquid gels,pink vitamin c 1000 mg pink lemonade drink,vitamin c 1000 mg tropical drink dietary supplement,vitamin c formula 1000 mg vegetarian tablets,norwegian salmon oil omega 3s epa dha dietary supplement soft gels 1000 mg","[408,366,715,620,367]","[11,11,11,11,11]","[47,47,47,47,47]"
367,368,fabric softener dryer sheet gentle 200ct fabric enhancers,75,17,"fabric refresher meadows rain air freshener 1 count 27 oz air care,unstopables downy unstopables dreams wash scent booster fabric enhancer 13 2oz fabric enhancers,beach sage liquid fabric softener,mountain stream fabric softener,fabric softener geranium scent","[797,434,843,111,368]","[17,17,17,17,17]","[75,75,75,75,75]"
368,369,new mexico chili,30,6,"new england clam chowder condensed soup,hot chopped green chili,white chili beans pouch,turkey chili,white chili","[998,570,554,448,369]","[13,15,20,15,,6]","[104,,59,,,1,,59,,30]"
369,370,caramel whey protein,3,19,"salted caramel ice,honey protein,salted caramel lean protein fiber,protein,caramel","[445,,25,406,275,370]","[19,19,19,19,19]","[,,3,,,3,,,3,103,,,3]"
370,371,juniper berry soda,77,7,"extra strength berry,rio berry,key lime soda,soda,soda","[266,257,230,196,371]","[7,7,7,7,7]","[64,77,77,77,77]"
371,372,moisture rich sweet orange argan conditioner,22,11,"key lime moisture shave,go fresh nutrium moisture body wash blue fig orange blossom scent,evercurl hydracharge conditioner,daily moisture shampoo,restorative biotin conditioner","[351,384,498,730,372]","[11,11,11,11,11]","[127,,22,,22,,22,,22]"
372,373,honey glazed carrots,116,1,"honey mustard,honey greek,honey protein,peeled baby carrots,juicing carrots","[459,445,343,312,373]","[16,19,,4,,4,,1]","[120,,,3,123,,83,116]"
373,374,sliced kosher salami,96,20,"premium deli hard salami,olli napoli salami,uncured hard salami,sliced american,kosher dill babies","[138,611,769,537,374]","[20,20,16,13,20]","[,96,,96,,21,110,,96]"
374,375,multigrain spaghetti style pasta,131,9,"linguine no 7 pasta,linguine pasta,multigrain peanut cereal,thick zesty spaghetti,spaghetti style pasta","[424,637,600,,33,375]","[,9,14,13,,9,,9]","[131,121,104,131,131]"
375,376,even bright pink lemon and mandarin orange body wash,127,11,"refreshing ocean breeze body wash,for men odor armor body wash,antioxidant cranberry body wash,moisturizing lavender body wash,lavender body wash","[296,441,878,474,376]","[11,11,11,11,11]","[127,,25,,25,,25,127]"
376,377,chunky beef vegetables brown rice dog food,40,8,"country stew choice cuts gravy dog food,real veggies recipe dog food,thin stackers brown rice salt,adult dog formula dog food,brown rice formula cat food","[386,273,531,597,377]","[,8,19,,8,,8,,8]","[,40,107,,40,,41,,40]"
377,378,powerball quantum max shine protect automatic dishwasher detergent,74,17,"automatic toilet bowl cleaner bleach,fresh scent dishwasher cleaner,2 1 laundry detergent,dawn action pacs fresh scent dishwasher detergent pacs,fresh scent dishwasher detergent dawn","[,14,924,541,186,378]","[17,17,17,17,17]","[74,75,74,74,74]"
378,379,super dry beer,27,5,"diet root beer,super berry juice,super enzymes,beer ipa,lite beer","[802,390,736,470,379]","[,7,11,,5,,5,,5]","[31,47,27,27,27]"
379,380,clementine bag,123,4,"creamline wild,eco pac kamut puffs cereal,creations four,apricots,yukon gold potato bag","[,340,,341,1000,,391,,380]","[14,,9,10,,4,,4]","[121,,,9,,18,,83,123]"
380,381,toaster pops strawberry,52,1,"goober strawberry,no sugar added the original fudge pops,light strawberry,strawberry pomegranate,strawberry pomegranate","[758,,,9,983,132,381]","[,1,16,19,16,,1]","[,37,120,,,3,120,,52]"
381,382,sugar mint patties,45,19,"gluten sugar cookie,mint dental floss,temples green mint,100 pure beef homestyle patties,sugar cookies","[291,560,402,576,382]","[11,,7,,1,19,19]","[20,94,34,61,45]"
382,383,breaded breast tenders,34,1,"raspberry fig bars,lemon gingersnap,chilpotles adobo,premium deli oven roasted turkey breast,breast nuggets dinosaur shaped","[331,330,,62,625,383]","[19,,6,20,,1,,1]","[61,30,96,34,34]"
383,384,evercurl hydracharge conditioner,22,11,"creamline wild,eco pac kamut puffs cereal,disinfectant spray cherry blossom pomegranate scent,moisture rich sweet orange argan conditioner,restorative biotin conditioner","[340,328,372,730,384]","[14,17,11,11,11]","[121,101,,22,,22,,22]"
384,385,liquid drink blackberry lemonade,90,7,"pink vitamin c 1000 mg pink lemonade drink,coconut drink,peppermint lemonade,jelly blackberry,lemonade flavor drink","[670,290,,67,763,385]","[16,,7,13,,7,,7]","[91,31,88,90,90]"
385,386,real veggies recipe dog food,40,8,"special recipe italian bread,country stew choice cuts gravy dog food,chunky beef vegetables brown rice dog food,snack sticks rice recipe dog treats,adult dog formula dog food","[485,377,722,531,386]","[8,8,8,8,8]","[40,40,40,40,40]"
386,387,brownie flavor protein,3,19,"lemonade flavor drink,caramel whey protein,hemp protein,honey protein,protein","[370,,75,445,406,387]","[19,11,19,19,19]","[,3,65,,3,,3,,3]"
387,388,stove top stuffing for turkey,4,9,"ground turkey chub,turkey burgers,turkey chili,original turkey,turkey","[,23,554,176,287,388]","[12,20,20,20,,9]","[49,,1,96,96,,4]"
388,389,mache blend,123,4,"100 cranberry juice blend,infant's blend probiotic,wild rice blend,fiber blend,california blend","[113,503,767,634,389]","[11,10,,1,,1,,4]","[,70,,68,116,116,123]"
389,390,super enzymes,47,11,"biotin super strength 7500 mcg tablets,ultra thin super long wings pads,super slimming herbal,super dry beer,super berry juice","[654,348,379,802,390]","[11,,7,,5,,7,11]","[126,,94,,27,,31,,47]"
390,391,yukon gold potato bag,83,4,"chile con queso potato crisps,garnet sweet potato yam,fingerling potato,clementine bag,gold potatoes","[581,882,380,306,391]","[4,4,4,4,4]","[,83,,83,123,,83,,83]"
391,392,opa greek ranch dressing,89,13,"non fat on the bottom greek,spicy jalapeno ranch popcorn,ranch veggie dip,dressing bleu,honey greek","[822,147,163,459,392]","[19,20,13,16,13]","[,23,,67,,89,120,,89]"
392,393,phoenix anti perspirant deodorant stick twin pack,80,11,"golden cupcakes 8 pack,anti diarrheal caplets,original no stick cooking spray,advanced care skin renew anti perspirant deodorant,revive anti perspirant deodorant","[146,826,801,316,393]","[11,13,11,11,11]","[70,19,80,80,80]"
393,394,aquaphor healing ointment,127,11,"eco pac kamut puffs cereal,creations four,peeled baby carrots,apricots,argan oil of morocco renewing weightless healing dry oil hair oil","[,341,,343,1000,,214,,394]","[,9,,4,10,11,11]","[,,9,123,,18,,22,127]"
394,395,sweet buttermilk powder,17,13,"complete funfetti buttermilk pancake waffle,pure moringa vegetable powder,shake n pour buttermilk pancake,arrowroot powder,pancake buttermilk","[563,994,506,,68,395]","[11,14,,2,14,13]","[,47,130,,,6,130,,17]"
395,396,cashews natural unsalted,37,1,"water crackers original all natural,all natural 100 apple juice,wild all natural spread,unsalted pretzel round,unsalted beef broth","[,82,149,532,963,396]","[,7,13,19,15,,1]","[,98,,88,107,,69,,37]"
396,397,pure granulated cane sugar,17,13,"pure coconut water orange,gluten sugar cookie,sugar cookies,granulated tapioca,pure cane granulated w spout sugar","[847,576,349,495,397]","[13,19,13,13,13]","[105,,61,,17,,17,,17]"
397,398,hard candy blood orange and honey,45,19,"pear hard cider,kisses candy,uncured hard salami,candy original,greek chia blood orange","[184,611,303,694,398]","[19,20,19,16,19]","[,45,,96,,45,120,,45]"
398,399,strawberry lemon ade,31,7,"chamomile lemon,light strawberry,strawberry pomegranate,strawberry pomegranate,zero strawberry lemon","[,,9,132,983,659,399]","[16,16,19,,7,,7]","[120,120,,,3,115,,31]"
399,400,grass fed cardamom,120,16,"creamline wild,eco pac kamut puffs cereal,creations four,grassmilk,apricots","[,340,,341,,329,1000,,400]","[14,,9,16,10,16]","[121,,,9,,84,,18,120]"
400,401,flat floss antiplaque naturally waxed spearmint,20,11,"no wax floss classic 490,extra spearmint sugar gum,mint dental floss,injera flat bread,flat toothpicks","[156,291,595,,57,401]","[19,11,,3,17,11]","[,46,,20,128,111,,20]"
401,402,100 pure beef homestyle patties,34,1,"all natural homestyle california lemon limeade,unsalted beef broth,beef hot links beef smoked sausage chile peppers,mini homestyle waffles,sugar mint patties","[963,,40,162,382,402]","[15,12,,1,19,,1]","[,69,106,,52,,45,,34]"
402,403,ultra thin pastrami,96,20,"mega shower foamer ultra cling trigger,ultra 7 inch polypropylene traditional plates,ultra thin super long wings pads,ultra antibacterial dish liquid,ultra filtered","[,71,654,,38,877,403]","[17,11,21,16,20]","[111,126,100,,84,,96]"
403,404,reg apple cider vinegar 16 fl oz,19,13,"sherry reserve vinegar,pear hard cider,rice vinegar,gentle clean foaming face cleanser 6 7 fl oz female skin care,16 oz cold cups","[966,,95,482,415,404]","[,5,,6,11,17,13]","[,27,,66,,73,111,,19]"
404,405,100 diced tomatoes,81,15,"fancy diced hot chilies,diced pancetta,tomatillos tomatoes,mild diced tomatoes green chilis,diced tomatoes","[990,752,993,890,405]","[20,,6,15,15,15]","[96,30,81,81,81]"
405,406,protein,3,19,"high protein light shake,caramel whey protein,brownie flavor protein,hemp protein,honey protein","[370,387,,75,445,406]","[19,19,11,19,19]","[,3,,3,65,,3,,3]"
406,407,glow body lotion massage oil,109,11,"moisturizing lavender body wash,dry nose oil,baby's mineral lotion spf 50,lavender body wash,argan oil of morocco renewing weightless healing dry oil hair oil","[,,6,698,474,214,407]","[11,11,11,11,11]","[,11,,25,,25,,22,109]"
407,408,pink vitamin c 1000 mg pink lemonade drink,47,11,"ultimate omega 1000 mg lemon soft gels,lemonade flavor drink,pink moscato california,vitamin c formula 1000 mg vegetarian tablets,vitamin c 1000 mg tropical drink dietary supplement","[763,713,715,366,408]","[,7,,2,11,11,11]","[90,,6,47,47,47]"
408,409,original bite size candies natural artificial flavors fun size,45,19,"baby dry diapers size 4,overnight diapers size 6,triple snack size,snack size candy,fun size snacks","[,15,227,630,623,409]","[18,19,19,19,19]","[56,45,45,45,45]"
409,410,holiday sugar plum spice herbal,94,7,"echinacea elderberry herbal,propolis herbal supplement,super slimming herbal,sugar cookies,brambleberry herbal","[272,348,576,237,410]","[11,,7,19,,7,,7]","[47,94,61,94,94]"
410,411,super plus cardboard applicator unscented tampons,126,11,"pearl active duopack tampons,super dry beer,super berry juice,super enzymes,unscented regular sleek tampons","[379,802,390,708,411]","[,5,,7,11,11,11]","[,27,,31,,47,126,126]"
411,412,brazilian keratin argan oil leave conditioning styling elixir,22,11,"medium to firm hold hair styling foam,sa extra hold mousse hair styling,moisture rich sweet orange argan conditioner,dry nose oil,argan oil of morocco renewing weightless healing dry oil hair oil","[,51,372,,,6,214,412]","[11,11,11,11,11]","[22,22,11,22,22]"
412,413,dual action beta immune and anti oxidant effervescent citrus,11,11,"daily tangerine citrus flavored beverage,citrus terere yerba mate,revive anti perspirant deodorant,anti diarrheal caplets,cold cough formula effervescent tablets citrus","[177,316,146,914,413]","[,7,11,11,11,11]","[94,80,70,11,11]"
413,414,gluten rustica pizza,79,1,"gluten sugar cones,gluten sugar cookie,gluten muffin,ristorante pizza spinaci thin crust pizza,pizza for one suprema frozen pizza","[847,235,356,,18,414]","[13,13,,1,,1,,1]","[105,105,,79,,79,,79]"
